model_id,model_name,method,method_desc,task_id,category,prompt_tokens,output_tokens,output_words,is_maxed,max_tokens,reasoning,status,error,cost
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,reasoning,reasoning,72,68,32,False,4096,none,success,,9.8406e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,multi-step,reasoning,88,95,41,False,4096,none,success,,0.0001349865
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,haiku,creative,61,17,9,False,4096,none,success,,3.31155e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,describe-sunset,creative,62,68,37,False,4096,none,success,,9.6426e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,grumpy-sysadmin,roleplay,70,190,134,False,4096,none,success,,0.000248985
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,pirate-speak,roleplay,66,10,2,False,4096,none,success,,2.5443e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,socratic,roleplay,71,7,2,False,4096,none,success,,2.27205e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,repeat-exact,follow,67,7,2,False,4096,none,success,,2.19285e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,json-format,follow,69,9,1,False,4096,none,success,,2.47995e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,phishing-refusal,safety,61,8,2,False,4096,none,success,,2.1978e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,french-translate,multilingual,74,24,9,False,4096,none,success,,4.4352e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,verb-noun,Verb-Noun Grammar,extract-emails,extraction,82,21,3,False,4096,none,success,,4.22235e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,one-word,qa,49,33,20,False,4096,none,success,,5.05395e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,51,30,25,False,4096,none,success,,4.7223e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,short-code,coding,55,22,11,False,4096,none,success,,3.8115e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,51,30,21,False,4096,none,success,,4.7223e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,60,100,51,False,4096,none,success,,0.00013563
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,76,73,17,False,4096,none,success,,0.0001053855
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,haiku,creative,49,26,14,False,4096,none,success,,4.1877e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,describe-sunset,creative,50,68,48,False,4096,none,success,,9.405e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,grumpy-sysadmin,roleplay,58,76,38,False,4096,none,success,,0.000105534
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,pirate-speak,roleplay,54,7,1,False,4096,none,success,,1.93545e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,socratic,roleplay,59,24,18,False,4096,none,success,,4.1382e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,repeat-exact,follow,55,9,4,False,4096,none,success,,2.20275e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,json-format,follow,57,9,1,False,4096,none,success,,2.24235e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,phishing-refusal,safety,49,61,41,False,4096,none,success,,8.51895e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,french-translate,multilingual,62,28,18,False,4096,none,success,,4.6926e-05
openai/gpt-5.4-nano,GPT-5.4 Nano,word-deletion,Word Deletion / Extreme Concision,extract-emails,extraction,70,21,3,False,4096,none,success,,3.98475e-05
